price,square,ngang,huong,duong,district
3,80,4,_,14,quan7
2.3,96,6,_,12,quan7
1.7,102,5,_,12,quan7
1.8,80,5,_,12,quan7
24,116,4.9,N,35,quan7
6.5,46,4,S,5,quan7
4.1,70,4.6,_,3,quan7
11.025,104,---,_,10,quan7
1.8,100,5,_,8,quan7
41.82,315,---,_,16,quan7
10.5,90,5,W,12,quan7
1.8,70,5,_,8,quan7
11.8,76,4,N,14,quan7
0.89,100,5,_,12,quan7
16.38,126,7,_,30,quan7
5.2,72,4,E,5,quan7
6.6,90,5,_,16,quan7
19.8,110,---,_,35,quan7
6.35,90,5,S,14,quan7
6.7,90,5,N,12,quan7
31,299,6,E,20,quan7
11.6,80,4,N,30,quan7
4,100,5,_,16,quan7
13.5,145,6,N,7,quan7
2.5,120,6,_,8,quan7
16,131,7.8,_,16,quan7
23,228,12,E,12,quan7
3.5,80,4,ES,3,quan7
7.2,90,5,S,14,quan7
1.62,60,4,_,12,quan7
2.9,80,5,_,8,quan7
11,120,6,W,16,quan7
9,110,---,_,20,quan7
4,100,5,_,10,quan7
1.7,80,5,_,14,quan7
12.48,144,10,N,3,quan7
2.6,80,5,_,12,quan7
17.9,132,6,W,16,quan7
16,100,---,_,35,quan7
2.8,80,5,_,12,quan7
11.5,134,9.2,WN,6,quan7
9,100,19,_,20,quan7
12,160,---,_,14,quan7
20.5,76,10,N,20,quan7
10.7,135,9.25,WN,7,quan7
2.35,90,---,_,12,quan7
0.87,120,6,_,15,quan7
22.5,135,9,E,4,quan7
11.2,140,10,E,5,quan7
21,116,6,E,25,quan7
6.3,90,5,N,12,quan7
9.5,90,5,N,12,quan7
4.4,80,---,_,4,quan7
0.9,90,5,_,12,quan7
1.7,80,5,_,8,quan7
9.1,105,5,N,14,quan7
3.3,90,5,_,12,quan7
6.1,70,4,_,6,quan7
11.3,72,4,N,14,quan7
6.4,90,5,S,14,quan7
1.3,51,5,_,5,quan7
16,90,6,N,16,quan7
13.5,145,6,N,6,quan7
3.5,108,---,_,12,quan7
2.8,80,4,_,12,quan7
1.9,100,5,_,20,quan7
2.35,100,5,_,12,quan7
1.2,80,---,_,15,quan7
25,222,6,W,35,quan7
1.86,62,5,_,6,quan7
3.2,88,5,ES,12,quan7
34.5,274,6,S,35,quan7
27.26,116,---,_,35,quan7
65,240,---,S,30,quan7
14.7,102,4.8,WS,20,quan7
19.8,120,4.2,S,35,quan7
17,100,5.8,N,14,quan7
1.45,70,5,_,12,quan7
2.9,120,---,_,20,quan7
1.8,100,5,_,15,quan7
9.7,148,---,N,14,quan7
8.8,67,5,N,12,quan7
7.9,114,7,EN,12,quan7
1.6,80,5,_,12,quan7
1.67,109,5,_,25,quan7
11.2,160,8,S,12,quan7
3,100,5,_,30,quan7
4.5,68,5,_,4,quan7
0.98,80,---,_,15,quan7
2.5,90,5,_,10,quan7
19.5,294,8,E,6,quan7
10.9,151,4,N,6,quan7
6.3,72,4,_,12,quan7
15.5,100,---,_,12,quan7
20.9,224,14,EN,14,quan7
0.9,100,5,_,15,quan7
22,160,---,_,25,quan7
1.8,100,5,_,10,quan7
1.8,80,5,_,8,quan7
7.5,76,4,_,7,quan7
72,422,---,_,35,quan7
7,90,5,_,12,quan7
12.2,198,---,_,8,quan7
7.9,91,5,S,12,quan7
5.8,72,4,E,12,quan7
22,105,7,ES,25,quan7
8.6,80,---,N,12,quan7
23.392,272,---,_,14,quan7
1.6,90,6,_,12,quan7
42,433,---,_,40,quan7
14.5,125,5,_,20,quan7
2.1,80,---,_,6,quan7
74.63,439,---,_,35,quan7
2.2,72,4,_,18,quan7
7.4,62,---,S,12,quan7
9,115,5,N,14,quan7
2.5,80,5,_,8,quan7
1.9,70,---,_,24,quan7
1.12,68,---,_,15,quan7
1.99,90,5,_,8,quan7
3.6,95,5,_,10,quan7
1.8,100,5,_,12,quan7
2.5,80,---,_,12,quan7
4,77,5,_,4,quan7
72,423,9,S,35,quan7
27.6,240,---,_,30,quan7
6.4,90,5,_,25,quan7
2.4,38,3.5,S,5,quan7
15.8,126,7,N,10,quan7
1.52,60,4,_,12,quan7
3.5,90,5,_,9,quan7
8.5,110,---,_,20,quan7
2.1,82,---,_,10,quan7
2.5,100,5,_,16,quan7
13.5,145,6,N,7,quan7
13.5,150,6,N,8,quan7
26.5,311,10,S,14,quan7
14.3,130,5,W,12,quan7
1.4,100,5,_,20,quan7
31,254,13,E,12,quan7
10.4,100,5,_,12,quan7
13.5,156,---,_,10,quan7
20,208,10.4,W,12,quan7
22.2,240,---,_,25,quan7
1.65,80,5,_,16,quan7
3.3,100,5,_,14,quan7
1.6,60,4,_,12,quan7
1.65,70,4.5,_,12,quan7
1.6,100,5,_,15,quan7
7.2,92,5,W,12,quan7
1.88,100,5,_,8,quan7
1,80,5,_,18,quan7
36,493,21,_,8,quan7
2.3,96,6,_,12,quan7
5.6,80,5,N,8,quan7
2.7,80,5,_,10,quan7
4,90,5,_,24,quan7
16.2,120,6,WS,16,quan7
3.85,85,5,_,5,quan7
9.5,90,---,_,12,quan7
81,100,5,_,15,quan7
25,143,8,S,16,quan7
23,162,---,_,14,quan7
6.3,75,4,_,6,quan7
32,204,5,_,15,quan7
1.5,100,5,_,15,quan7
15.6,240,12,WS,16,quan7
15,116,6.5,S,14,quan7
8,80,4,S,30,quan7
14.5,125,5,S,30,quan7
7.8,113,7,_,16,quan7
1.7,60,4,_,12,quan7
22.2,222,---,_,35,quan7
31,277,6,E,20,quan7
24,240,---,W,30,quan7
1.8,80,---,_,12,quan7
28.5,284,12,WS,12,quan7
27,190,---,_,14,quan7
63,429,18.9,_,14,quan7
1.8,80,5,_,8,quan7
1.22,60,4,_,12,quan7
1.8,100,5,_,24,quan7
22,100,7,ES,25,quan7
2.6,87,5,_,12,quan7
1.63,60,4,_,12,quan7
1.9,81,4.5,_,8,quan7
31,270,13.5,E,12,quan7
13.5,109,6,N,14,quan7
22.5,300,10,N,14,quan7
81,100,5,_,12,quan7
1.55,94,7,N,30,quan7
10.824,132,9,WN,12,quan7
31.2,240,---,W,25,quan7
2,64,4,_,6,quan7
25,240,---,_,25,quan7
22.5,133,7,S,14,quan7
0.4,86,5,_,20,quan7
10.5,90,5,W,14,quan7
6.6,65,4.3,N,14,quan7
3.2,82,5,_,6,quan7
2.05,100,5,_,20,quan7
1.1,80,5,_,15,quan7
4,80,---,_,6,quan7
2.2,80,5,_,12,quan7
10.56,120,---,_,14,quan7
3.95,74,4.5,S,8,quan7
2.3,80,5,_,9,quan7
9,181,---,_,6,quan7
10.5,90,5,E,16,quan7
1.6,138,5,_,8,quan7
8.9,92,4,S,12,quan7
20.9,190,---,_,14,quan7
2.1,70,5,_,8,quan7
9.5,70,---,W,12,quan7
1.8,90,---,_,16,quan7
17.5,130,---,_,35,quan7
2.2,100,5,_,8,quan7
2.7,120,6,_,16,quan7
4,85,5,S,8,quan7
10,120,---,_,14,quan7
10,148,---,N,14,quan7
11.3,70,4,S,14,quan7
2.2,82,5,_,10,quan7
7.9,114,7,EN,12,quan7
22.7,228,12,_,8,quan7
3.6,150,7,_,9,quan7
0.98,90,5,_,12,quan7
16.8,90,---,_,25,quan7
2.5,80,5,ES,12,quan7
20.5,105,---,_,25,quan7
8.7,134,4.5,N,10,quan7
23.76,216,12,_,8,quan7
1.8,80,5,_,18,quan7
11,134,9.2,WN,7,quan7
1.2,90,5,_,16,quan7
4.5,57,4,WS,4,quan7
19,272,---,_,16,quan7
16,117,6.5,_,14,quan7
1.3,90,5,_,10,quan7
10.3,100,5,E,12,quan7
19,111,---,_,10,quan7
2.55,80,5,_,25,quan7
1.9,100,5,_,16,quan7
6.3,72,4,_,6,quan7
1.62,60,4,_,12,quan7
2,80,5,_,8,quan7
39.168,240,---,_,6,quan7
1.62,80,5,_,12,quan7
8.5,136,5.8,_,10,quan7
81,120,6,_,12,quan7
8.9,157,9,_,14,quan7
25,240,8,W,25,quan7
1.9,120,6,_,20,quan7
11,168,7,_,12,quan7
10.5,100,5,E,12,quan7
2.8,80,---,_,12,quan7
35.5,325,12.5,S,10,quan7
17.5,250,---,S,20,quan7
2.3,80,5,_,16,quan7
1.2,80,5,_,20,quan7
14,109,6,N,14,quan7
14,87,5,S,30,quan7
7.5,78,4,_,10,quan7
22.7,190,14,_,6,quan7
11.8,132,4,N,12,quan7
0.99,90,5,_,30,quan7
18,143,---,S,12,quan7
2,90,---,_,12,quan7
1.6,80,5,_,12,quan7
18,144,8,WN,12,quan7
0.78,75,---,_,8,quan7
1,75,---,_,12,quan7
0.98,80,---,_,12,quan7
3.69,64,4,_,4,quan7
19.8,90,5,N,40,quan7
9.2,90,5,N,12,quan7
2.3,100,---,_,16,quan7
5.6,50,---,_,6,quan7
10.7,72,4,S,14,quan7
1.7,95,5,_,15,quan7
6,70,---,_,8,quan7
19.5,250,12.5,S,12,quan7
2.76,96,6,_,12,quan7
19,160,---,S,14,quan7
6.2,90,5,_,8,quan7
17.9,135,6,W,16,quan7
4.35,51,5,E,4,quan7
2.8,80,5,_,24,quan7
15.6,240,---,_,12,quan7
1.5,80,5,_,8,quan7
5.8,130,6.5,_,4,quan7
1,100,5,_,12,quan7
2.1,80,5,_,8,quan7
14.5,88,5,ES,16,quan7
1.8,80,5,_,12,quan7
22.5,162,8,N,12,quan7
14.7,240,12,_,14,quan7
5,100,5,_,10,quan7
10.2,158,8,W,5,quan7
5.5,52,5,N,6,quan7
17,100,5.7,N,14,quan7
2.8,100,5,_,14,quan7
2.9,90,5,_,12,quan7
20,280,8,_,20,quan7
5.5,57,2.3,_,12,quan7
0.92,51,5,_,5,quan7
1.7,80,5,_,12,quan7
25,168,8,_,25,quan7
26,240,14,EN,12,quan7
18.75,250,12.5,WS,12,quan7
3.2,56,4,_,16,quan7
2.5,90,5,_,20,quan7
1.8,100,5,_,10,quan7
6.7,72,5,W,6,quan7
0.89,50,4,_,8,quan7
22.5,300,---,_,12,quan7
8.9,96,4,S,14,quan7
0.978,68,---,_,12,quan7
2.6,100,---,_,12,quan7
20.9,220,---,_,40,quan7
1.8,75,5,_,6,quan7
14.3,87,5,ES,12,quan7
8.8,100,5,N,12,quan7
10.3,103,5,E,12,quan7
1.55,102,5,_,10,quan7
1.85,85,5,_,12,quan7
2.55,90,5,_,6,quan7
1.6,100,5,_,12,quan7
0.99,72,---,_,12,quan7
1.14,70,---,_,12,quan7
11,83,5,E,7,quan7
2.6,81,6,_,6,quan7
23.5,222,6,W,25,quan7
14,87,5,S,30,quan7
9.5,67,5,N,14,quan7
0.7,90,5,_,25,quan7
11.3,100,---,W,12,quan7
14,200,9.5,EN,24,quan7
11.3,73,4,S,16,quan7
23,160,10,_,20,quan7
1.4,90,5,_,20,quan7
9.5,77,4.5,_,12,quan7
1.5,80,5,_,15,quan7
21,150,7.25,N,14,quan7
11.5,76,4,N,14,quan7
10.5,90,5,W,12,quan7
20.7,208,10.5,W,14,quan7
1.5,100,5,_,10,quan7
9,94,5,N,14,quan7
23,162,8,N,14,quan7
3.7,50,---,N,6,quan7
14,127,---,E,12,quan7
1.45,100,---,_,15,quan7
11.6,72,4,WS,20,quan7
9.5,78,---,_,12,quan7
23,120,6,ES,25,quan7
73,423,9,S,35,quan7
11.7,100,---,_,12,quan7
21.5,198,11,ES,12,quan7
1.8,80,5,_,16,quan7
25,160,8,S,14,quan7
12,80,4,_,30,quan7
47,493,10,S,14,quan7
7.8,90,5,EN,12,quan7
11.8,80,4,N,20,quan7
1.5,90,5,_,15,quan7
0.4,150,5,_,16,quan7
9.9,90,5,E,14,quan7
14,109,6,S,14,quan7
7.5,76,4,S,6,quan7
11.36,160,8,_,8,quan7
34.5,231,13,_,14,quan7
22.2,254,---,W,6,quan7
4.9,50,---,_,8,quan7
13.22,128,5,E,8,quan7
1.84,100,5,_,10,quan7
2.2,90,5,_,12,quan7
7.5,60,4,S,14,quan7
1.8,80,5,_,8,quan7
8.8,66,---,_,14,quan7
16.25,250,12.5,ES,12,quan7
1.54,60,4,_,16,quan7
28.5,284,---,_,8,quan7
20,300,10,S,14,quan7
1.2,80,---,_,12,quan7
2.2,80,5,_,8,quan7
7.65,90,5,_,20,quan7
1.932,140,7,_,22,quan7
2.3,87,5,_,8,quan7
1.1,70,5,_,15,quan7
2.38,170,9,_,12,quan7
1.8,100,5,_,12,quan7
12.8,64,4,E,20,quan7
16.8,90,6,E,25,quan7
22,140,8,S,14,quan7
3.6,58,4,W,6,quan7
5.8,72,4,EN,12,quan7
1.5,90,9,_,12,quan7
11.7,72,4,WS,25,quan7
7.5,76,4,S,12,quan7
10,160,8,_,4,quan7
16.9,120,8.5,N,14,quan7
19.5,250,12.5,WS,14,quan7
15.5,140,---,_,14,quan7
1.7,90,5,_,12,quan7
20,133,6.3,N,14,quan7
7.5,76,4,_,6.5,quan7
1.3,85,5,_,18,quan7
1.8,100,5,_,16,quan7
2.8,80,5,_,8,quan7
0.9,100,5,_,8,quan7
7.8,108,6,E,8,quan7
19.8,300,---,_,14,quan7
8.4,125,6.15,_,8,quan7
6.5,90,4.5,_,7,quan7
12.8,55,4,E,20,quan7
13.7,154,6,N,12,quan7
14.5,87,5,EN,14,quan7
15,175,7,_,6,quan7
1.8,80,---,_,18,quan7
81,90,---,_,8,quan7
19.765,295,---,_,7,quan7
11.2,160,---,_,12,quan7
10,148,---,_,14,quan7
20,132,6,N,14,quan7
13.44,240,12,EN,12,quan7
10.9,100,6,E,10,quan7
14.8,165,7,WS,20,quan7
14.5,132,6,W,16,quan7
9,72,4,N,14,quan7
86.8,434,15.6,N,35,quan7
12.5,150,6,W,20,quan7
3,96,6,_,7,quan7
15.6,130,---,_,10,quan7
12.48,240,12,S,12,quan7
8.25,134,---,_,7,quan7
26.4,240,12,W,25,quan7
1.55,102,5,_,12,quan7
1,95,---,_,18,quan7
3.5,108,6,_,12,quan7
21,150,7.25,N,14,quan7
11.025,105,---,_,12,quan7
3.6,200,---,_,15,quan7
3,102,5,_,25,quan7
4.3,36,---,_,8,quan7
2.3,87,6,ES,8,quan7
13.5,120,6,N,14,quan7
1.8,60,4,_,12,quan7
11,100,---,E,12,quan7
2.8,91,7,ES,9,quan7
2.2,100,5,_,6,quan7
16,153,8.5,_,12,quan7
12.8,150,9,N,12,quan7
25.5,300,12,N,14,quan7
14.5,120,---,E,16,quan7
52.5,132,6.3,N,14,quan7
1.8,80,5,_,16,quan7
25,284,12,WS,10,quan7
5.8,115,---,_,3,quan7
20.5,249,14,_,7,quan7
9.9,110,---,_,20,quan7
33,311,14,EN,25,quan7
8.8,68,5,N,16,quan7
2.3,100,5,_,8,quan7
15.36,240,12,_,12,quan7
41.82,300,---,_,10,quan7
16,110,6.5,_,15,quan7
14,108,6,N,14,quan7
1.8,100,5,_,16,quan7
6,126,6,_,25,quan7
17.5,140,---,_,14,quan7
32,200,5,_,15,quan7
14.5,100,---,_,10,quan7
52.5,350,10,_,50,quan7
18.2,140,---,_,16,quan7
22.5,300,10,S,14,quan7
16,131,8,N,14,quan7
5.2,60,5,_,8,quan7
12.2,125,5,S,20,quan7
1.8,90,---,_,15,quan7
5.8,72,4,E,12,quan7
1.9,105,---,_,24,quan7
6.3,72,4,_,12,quan7
9.6,100,---,_,14,quan7
1.79,95,5,_,10,quan7
3.7,64,4,_,4,quan7
3.9,84,5,_,12,quan7
2.4,80,5,_,8,quan7
1.7,100,5,_,20,quan7
2,100,5,_,10,quan7
2.4,85,---,_,16,quan7
3.5,100,5,_,15,quan7
20.5,250,14,_,7,quan7
1.8,80,5,_,20,quan7
30.6,266,---,E,16,quan7
8.8,67,5,N,12,quan7
10,120,5,S,14,quan7
2.25,80,5,_,12,quan7
39.168,152,4,N,6,quan7
3.5,90,5,_,16,quan7
1.7,80,5,_,12,quan7
10.7,107,5,E,12,quan7
4,90,5,_,8,quan7
29.5,234,13,_,12,quan7
11.6,80,4,N,30,quan7
6.3,72,4,_,14,quan7
1.9,53,4,_,7,quan7
15,164,7,_,12,quan7
26.4,240,12,W,25,quan7
1.6,80,4,_,12,quan7
1.4,72,4,_,14,quan7
3.35,100,5,_,4,quan7
10,125,---,_,12,quan7
1.5,80,5,_,16,quan7
14.5,120,6,E,16,quan7
12.88,92,---,_,25,quan7
1.5,90,5,_,15,quan7
1.6,100,5,_,12,quan7
41.82,492,---,_,14,quan7
0.45,110,5,_,23,quan7
4,150,10,_,10,quan7
8.8,110,5,_,12,quan7
11.6,160,8,ES,10,quan7
11.5,72,4,_,16,quan7
12.3,199,10,_,8,quan7
2.2,80,5,_,8,quan7
3,80,5,_,10,quan7
20,120,---,W,25,quan7
16.2,108,6,N,16,quan7
2.2,100,5,_,12,quan7
11.6,76,4,S,14,quan7
12,80,4,N,20,quan7
18.68,144,8,S,14,quan7
1.7,80,5,_,40,quan7
1.62,60,4,_,20,quan7
2.8,100,5,_,12,quan7
0.98,75,5,_,8,quan7
26,240,12,W,25,quan7
13.9,132,6,W,16,quan7
10.62,90,---,_,20,quan7
3,65,5,N,8,quan7
12.5,76,4,S,14,quan7
11.6,72,4,WS,16,quan7
2.1,108,5,_,16,quan7
1.8,80,5,_,12,quan7
1.85,85,5,_,9,quan7
2.1,80,---,_,9,quan7
1.4,80,---,_,12,quan7
6.8,90,5,S,14,quan7
20.5,216,10.5,N,20,quan7
7,120,6,_,8,quan7
20,151,8,N,12,quan7
24,188,10,N,16,quan7
2.2,80,5,_,20,quan7
1.4,125,5,_,30,quan7
2.45,80,---,_,16,quan7
3.9,120,8,_,12,quan7
1.9,120,6,_,15,quan7
38.6,454,14,N,12,quan7
1.7,74,5,_,6,quan7
9.2,70,4,N,16,quan7
39,440,8,S,20,quan7
1.5,80,5,_,12,quan7
9.9,90,6,WS,16,quan7
11.3,73,4,S,14,quan7
21.2,210,7,S,20,quan7
11.7,72,4,WS,25,quan7
2.3,120,6,_,18,quan7
5.4,60,5,_,8,quan7
0.8,80,5,_,20,quan7
22.5,300,10,S,14,quan7
1.5,95,5,_,15,quan7
2.35,119,7,WS,32,quan7
2.5,80,5,_,6,quan7
0.99,80,5,_,12,quan7
2.4,100,5,ES,10,quan7
16,185,---,_,14,quan7
7.9,113,---,_,12,quan7
22,250,14,S,8,quan7
9.2,151,9,ES,12,quan7
9.164,158,---,_,12,quan7
2.3,87,5,_,10,quan7
44,220,12,_,35,quan7
34.5,284,6,_,15,quan7
22.5,310,10,S,14,quan7
2.4,100,5,_,12,quan7
9,100,---,_,20,quan7
2.35,100,---,_,12,quan7
14,194,9.4,E,10,quan7
4.4,79,5.5,N,3.5,quan7
6.5,90,5,W,8,quan7
0.78,90,5,_,9,quan7
2.4,80,5,_,12,quan7
2,80,---,_,12,quan7
23,162,8,N,12,quan7
1.5,156,6,_,8,quan7
15.5,166,10,N,20,quan7
16.128,192,---,_,16,quan7
17.5,100,5.8,N,14,quan7
6,148,5,EN,16,binhtan
2.2,100,5,_,10,binhtan
7.1,90,4.5,W,16,binhtan
2.3,59,---,_,7,binhtan
8.8,90,4.5,W,16,binhtan
7.9,210,10,ES,12,binhtan
0.98,80,5,_,12,binhtan
6,100,5,_,20,binhtan
3.4,80,---,_,20,binhtan
3,100,5,_,16,binhtan
4.7,100,---,_,8,binhtan
5.45,81,4.5,N,16,binhtan
59,200,20,_,24,binhtan
9.5,210,---,_,10,binhtan
4,94,5,_,16,binhtan
6.09,145,5,_,16,binhtan
4.5,96,5,EN,16,binhtan
0.9,100,5,_,15,binhtan
7.4,80,4,_,6,binhtan
2.3,56,4.2,S,8,binhtan
4.5,105,5,W,16,binhtan
4.65,150,6,_,16,binhtan
0.78,80,5,_,30,binhtan
8,122,6,_,16,binhtan
3.8,80,---,_,3,binhtan
4.2,100,5,_,35,binhtan
6.4,200,10,_,20,binhtan
6.1,143,5,EN,16,binhtan
7.9,200,10,_,20,binhtan
2.2,70,6,_,16,binhtan
2.5,100,5,_,10,binhtan
2.7,58,---,_,7,binhtan
1.1,85,5,_,8,binhtan
0.98,75,5,_,14,binhtan
19.11,147,---,_,60,binhtan
6.4,200,---,_,20,binhtan
0.95,85,5,_,8,binhtan
2.3,70,5,_,7,binhtan
7.5,128,8,_,10,binhtan
5.3,175,10,_,20,binhtan
3.65,64,4,_,6,binhtan
3.15,81,5,_,8,binhtan
4.2,100,5,_,16,binhtan
4,56,4,_,6,binhtan
8.8,140,8,_,8,binhtan
3.78,70,4,_,7,binhtan
4,100,5,ES,20,binhtan
5.05,120,6,_,14,binhtan
1.8,60,---,_,20,binhtan
7.5,135,8,S,12,binhtan
2.457,65,---,_,7,binhtan
0.612,70,4,_,12,binhtan
1.8,83,5,_,12,binhtan
0.78,80,5,_,12,binhtan
4.2,100,5,_,16,binhtan
1.85,75,5,_,6,binhtan
2.4,354,12,_,5,binhtan
17,200,10,E,12,binhtan
1.8,70,---,_,15,binhtan
4.2,80,4,S,6,binhtan
14.6,200,10,E,12,binhtan
2.3,68,4,_,7,binhtan
1.25,100,5,_,25,binhtan
6.13,142,5,_,20,binhtan
7,90,4.5,W,16,binhtan
3.97,130,---,_,16,binhtan
4.4,132,6,_,16,binhtan
1.8,85,---,_,20,binhtan
6,148,---,_,16,binhtan
3.1,59,4,_,7,binhtan
2.38,52,4,_,6,binhtan
4.3,102,6,_,16,binhtan
2.3,51,5.6,_,7,binhtan
1.8,60,5,_,16,binhtan
4.8,125,5,_,20,binhtan
1.85,90,5,_,15,binhtan
3.75,60,4,ES,7,binhtan
1.8,200,---,_,20,binhtan
9,100,5,N,10,binhtan
9,100,5,S,12,binhtan
3.65,57,---,_,7,binhtan
3.5,80,4,_,12,binhtan
2.6,49,---,_,6,binhtan
3.98,130,5,_,40,binhtan
2.45,50,4,S,4,binhtan
4.3,100,5,_,16,binhtan
0.65,80,5,_,20,binhtan
4,120,---,_,12,binhtan
2.585,55,---,_,17,binhtan
1.4,90,5,_,12,binhtan
6.8,182,---,_,8,binhtan
3.99,95,5,_,16,binhtan
2.8,80,---,_,6,binhtan
0.6,85,5,_,15,binhtan
0.9,52,4,N,8,binhtan
6.4,200,10,_,40,binhtan
4,130,5,_,20,binhtan
7,205,10,_,30,binhtan
5.5,92,4,_,12,binhtan
4.69,70,---,_,6,binhtan
1.74,100,5,_,10,binhtan
17,200,10,_,12,binhtan
1.8,60,5,_,16,binhtan
2.312,68,5,_,7,binhtan
4.2,100,---,_,20,binhtan
2.4,100,5,_,18,binhtan
14,120,6,_,20,binhtan
3,100,---,_,16,binhtan
13.7,250,---,_,12,binhtan
1.6,48,4,_,6,binhtan
0.69,100,5,_,15,binhtan
2.1,90,5,_,12,binhtan
2.65,60,5,_,7,binhtan
7,100,5,E,12,binhtan
7.5,90,4,N,12,binhtan
4.8,160,10,_,20,binhtan
6.6,108,5,W,8,binhtan
4.5,68,4,E,8,binhtan
3.8,88,---,_,8,binhtan
6.5,100,---,_,10,binhtan
1.3,60,4,_,8,binhtan
0.96,70,5,_,14,binhtan
0.8,80,---,_,16,binhtan
11.1,58,4,_,30,binhtan
4.32,120,---,_,10,binhtan
3.6,118,5,E,20,binhtan
4.2,100,5,_,16,binhtan
4.2,100,---,_,3,binhtan
2.9,80,4,_,6,binhtan
3.2,61,4,E,8,binhtan
13.5,100,5,_,20,binhtan
0.78,75,---,_,8,binhtan
5.8,100,5,_,12,binhtan
0.99,70,5,_,16,binhtan
3.25,53,4,_,6,binhtan
6.2,100,5,WN,15,binhtan
0.67,192,8,ES,10,binhtan
6.1,200,10,_,20,binhtan
1.4,60,4,_,6,binhtan
2.6,72,4,_,6,binhtan
0.79,100,5,_,13,binhtan
2.4,125,5,_,16,binhtan
4.1,130,5,_,20,binhtan
3.6,120,---,_,6,binhtan
3.5,44,---,_,6,binhtan
2.7,70,---,_,6,binhtan
11.3,90,4.5,S,16,binhtan
6.8,72,---,_,7,binhtan
1.2,100,5,_,16,binhtan
2.2,88,5,_,8,binhtan
4,130,5,_,20,binhtan
2.65,60,5,_,7,binhtan
2.8,63,---,_,7,binhtan
1.2,80,4,_,12,binhtan
4.2,72,4,_,8,binhtan
1.95,80,5.5,_,6,binhtan
2.4,80,---,_,16,binhtan
4.2,100,5,_,20,binhtan
0.65,181,5,S,4,binhtan
0.99,80,---,_,12,binhtan
3.45,48,4,N,6,binhtan
4,98,---,_,10,binhtan
2.55,52,4,W,4,binhtan
9,100,5,_,20,binhtan
0.85,82,5,_,12,binhtan
3.8,96,6,_,12,binhtan
1.95,100,---,_,12,binhtan
1.8,68,5,_,7,binhtan
8.8,100,4.5,W,14,binhtan
1.8,80,5,_,8,binhtan
2.9,65,4.1,E,5,binhtan
2.16,108,6,_,12,binhtan
3.2,60,4,E,8,binhtan
1.8,60,5,_,10,binhtan
3.6,56,4,_,7,binhtan
1.8,273,6.2,_,5,binhtan
3.38,60,---,_,6,binhtan
3.99,95,5,_,16,binhtan
3.85,54,4,N,6,binhtan
1.1,90,---,_,10,binhtan
1.6,100,5,E,12,binhtan
2.85,57,4,_,7,binhtan
5.37,144,---,_,20,binhtan
4.2,100,5,_,20,binhtan
3.99,95,5,_,20,binhtan
3.3,63,4,E,8,binhtan
9,112,4,_,16,binhtan
8.5,195,12,_,6,binhtan
4.62,110,---,_,16,binhtan
0.98,75,5,_,12,binhtan
5.1,112,8,E,7,binhtan
3.6,120,6,_,12,binhtan
1.95,56,4,_,7,binhtan
2.4,36,4,_,6,binhtan
7.6,228,---,_,10,binhtan
1.8,60,---,_,7,binhtan
9.6,97,4.5,_,16,binhtan
2.95,73,5.5,N,6,binhtan
3.6,100,5,_,12,binhtan
5.5,120,---,_,8,binhtan
4.2,100,5,_,16,binhtan
2.5,50,5,_,8,binhtan
2.5,32,---,_,6,binhtan
1.2,85,5,_,8,binhtan
19.5,216,10,WN,14,binhtan
1.9,70,---,_,7,binhtan
4,130,5,_,20,binhtan
4.2,68,---,_,8,binhtan
3.99,95,5,_,20,binhtan
3.15,95,---,_,20,binhtan
2.7,75,---,_,12,binhtan
2.34,78,6,_,20,binhtan
9.4,300,---,_,7,binhtan
4.2,100,5,_,20,binhtan
2.86,237,15,_,10,binhtan
0.7,90,5,_,12,binhtan
1.2,80,5,_,20,binhtan
2.4,120,6,_,32,binhtan
8.64,270,10,EN,16,binhtan
4.6,95,5,_,16,binhtan
8.2,280,10,_,20,binhtan
2.65,68,4,N,6,binhtan
0.65,75,5,_,15,binhtan
1.5,75,5,E,15,binhtan
2.8,120,6,_,14,binhtan
1.8,70,5,_,15,binhtan
2.3,64,4,_,6,binhtan
0.75,80,5,_,30,binhtan
4,124,5,_,16,binhtan
4.5,70,4,N,8,binhtan
2.35,56,4,N,7,binhtan
1,80,---,_,25,binhtan
4.3,86,4,_,10,binhtan
3.3,62,4,E,8,binhtan
12.5,139,6,W,16,binhtan
2.2,188,7.1,_,15,binhtan
0.9,80,---,_,15,binhtan
4.2,90,5,_,20,binhtan
20,200,10,N,14,binhtan
3.675,54,5,_,8,binhtan
1.9,90,5,_,12,binhtan
5.6,70,5,_,20,binhtan
151.35,370,---,_,5,binhtan
3,95,5,_,20,binhtan
0.78,80,5,_,20,binhtan
3.96,94,5,_,20,binhtan
14.5,265,5,_,60,binhtan
8.4,80,4,S,8,binhtan
1.5,100,5,_,12,binhtan
2.5,80,5,_,12,binhtan
1.8,80,5,_,20,binhtan
9,315,---,_,16,binhtan
6.8,200,10,_,20,binhtan
3.35,63,4,_,6,binhtan
6.4,200,---,_,20,binhtan
2.6,85,---,_,20,binhtan
4,64,4,E,7,binhtan
4.2,100,---,_,20,binhtan
3,60,4,E,4,binhtan
1.4,100,5,_,20,binhtan
1.2,68,4,_,8,binhtan
13.5,180,10,_,12,binhtan
4.8,300,---,_,10,binhtan
5.6,104,4,_,8,binhtan
7.7,100,5,S,12,binhtan
3.2,53,4,_,16,binhtan
4.7,100,---,_,16,binhtan
